LoanAmount,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,UPDATED STATE
871700,RAAJ ANN ARBOR LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,4/6/2020,"Wintrust Bank, National Association",MI-12,
759600,GRADUATE NASHVILLE LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,61,4/5/2020,"Wintrust Bank, National Association",TN-05,
744900,GULCH PROPERTY OWNER LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,68,4/5/2020,"Wintrust Bank, National Association",TN-05,
726800,GRADUATE IOWA CITY LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,77,4/6/2020,"Wintrust Bank, National Association",IA-02,
658000,GCOH LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,65,4/6/2020,"Wintrust Bank, National Association",OH-01,
627800,RAAJ LINCOLN LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,74,4/6/2020,"Wintrust Bank, National Association",NE-01,
591100,RAAJ BERKELEY LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,4/6/2020,"Wintrust Bank, National Association",CA-13,
542400,RAAJ RICHMOND LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,62,4/6/2020,"Wintrust Bank, National Association",VA-04,
541300,GRADUATE ATHENS LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,62,4/6/2020,"Wintrust Bank, National Association",GA-09,
507300,LOGANSPORT MACHINE COMPANY INC,1200 West Linden Avenue,Logansport,IL,46947,333515,Corporation,Unanswered,Unanswered,Unanswered,,29,5/1/2020,Fifth Third Bank,IN-04,IN
446800,GFAR LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50,4/6/2020,"Wintrust Bank, National Association",AR-03,
413300,RAAJ CHARLOTTESVILLE LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43,4/6/2020,"Wintrust Bank, National Association",VA-05,
404900,GRADUATE OXFORD LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,4/6/2020,"Wintrust Bank, National Association",MS-01,
381400,GRADUATE SEATTLE LEASEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,4/6/2020,"Wintrust Bank, National Association",WA-07,
359100,GDTX LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,4/6/2020,"Wintrust Bank, National Association",TX-32,
356700,GRADUATE BLOOMINGTON LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,4/6/2020,"Wintrust Bank, National Association",IN-09,
314080,"THE PINE CLUB, LLC",133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,39,4/5/2020,"Wintrust Bank, National Association",OH-10,
312900,GRADUATE MADISON LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,4/6/2020,"Wintrust Bank, National Association",WI-02,
291500,DUNCAN NEW HAVEN LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,360,4/6/2020,"Wintrust Bank, National Association",CT-03,
285700,GSPA LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,30,4/6/2020,"Wintrust Bank, National Association",PA-12,
281300,GRADUATE TEMPE LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,4/6/2020,"Wintrust Bank, National Association",AZ-09,
257600,GCNC LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,4/6/2020,"Wintrust Bank, National Association",NC-04,
226000,GCSC LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,4/6/2020,"Wintrust Bank, National Association",SC-06,
224472,THE ADVENTURE CLUB INC,105 E JOILET ST,SCHEREVILLE,IL,46375,813940,Corporation,Unanswered,Unanswered,Unanswered,,169,5/1/2020,Fifth Third Bank,IN-01,IN
217700,GSCT LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,4/6/2020,"Wintrust Bank, National Association",CT-02,
184400,GKTN LESSEE LLC,133 N Jefferson Street,CHICAGO,IL,60661,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,4/6/2020,"Wintrust Bank, National Association",TN-02,
175500,"KINGSBURY ACRES GREENHOUSE, INC.",20601 S LA GRANGE RD,FRANKFORT,IL,60423,444220,Corporation,White,Male Owned,Non-Veteran,,11,4/9/2020,The Huntington National Bank,IN-02,
170000,DEVOTED HEALTHCARE,1580 N Northwest Parkway,PARK RIDGE,IL,60068,621999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,4/28/2020,"Fund-Ex Solutions Group, LLC",IN-01,
332200,VISTA CALIFORNIA NEWS MEDIA INC.,1120 North Carbon Street Suite 100,Marion,IN,62959,,,Unanswered,Unanswered,Unanswered,,43,5/1/2020,Fifth Third Bank,IL-12,IL
1671000,PCF RESTAURANT GROUP LLC,PO Box 781327,WICHITA,KS,67278,722513,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,447,4/4/2020,The First National Bank of Elmer,NJ-02,NJ
1188800,COLUMBIA PROPERTIES STUART LLC,740 Centre View Blvd.,CRESCENT PARK,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,174,4/10/2020,The Huntington National Bank,FL-18,
1115500,CP MINNEAPOLIS LLC,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,156,4/10/2020,The Huntington National Bank,MN-03,
848300,COLUMBIA PROPERTIES PHOENIX LP,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,100,4/10/2020,The Huntington National Bank,AZ-07,
559700,COLUMBIA EAST LANSING HOTEL INC.,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,111,4/10/2020,The Huntington National Bank,MI-08,
429300,CP EL PASO LTD,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,84,4/10/2020,The Huntington National Bank,TX-16,
387900,CP WINDSOR LLC,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,116,4/10/2020,The Huntington National Bank,CT-01,
312900,CP MASON LLC,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,84,4/10/2020,The Huntington National Bank,OH-01,
297900,CP ACTON LLC,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,4/10/2020,The Huntington National Bank,AL-06,
292200,CP WEST CHESTER LLC,740 Centre View Blvd.,CRESTVIEW HILLS,KY,41017,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,81,4/10/2020,The Huntington National Bank,OH-08,
177500,GRAVITY GOLDBERG LLC,2 Elis Circle,ORLEANS,MA,2653,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/6/2020,"People's United Bank, National Association",NY-17,
250177,SEAFOOD FUSIONS INC,9201 Woodmore Center Dr. #403,LANHAM,MD,20706,,Corporation,Asian,Male Owned,Unanswered,,37,5/1/2020,Celtic Bank Corporation,MO-05,
193920,LAUREL PANCAKES INC.,15004 BALTIMORE AVE,LAUREL,MD,89169,722511,Corporation,Unanswered,Unanswered,Unanswered,,38,5/1/2020,"MUFG Union Bank, National Association",NV-01,
186580.24,SMILE FREDERICK LLC,"7360 Guilford Drive, Suite 102",FREDERICK,MD,21704,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/27/2020,"Fund-Ex Solutions Group, LLC",FL-22,
165200,RCD LLC,7491 Washington Blvd,ELKRIDGE,MD,21075,423930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/27/2020,Truist Bank d/b/a Branch Banking & Trust Co,GA-06,
2432400,RIVER BEND INDUSTRIES LLC,1030 DORIS RD,AUBURN HILLS,MI,48326,326199,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,250,4/7/2020,The Huntington National Bank,AR-03,
1184600,LS HOLDING INC.,354 Indusco Court,TROY,MI,48083,448310,Corporation,Asian,Unanswered,Unanswered,,127,4/10/2020,The Huntington National Bank,VI-,
1078900,"MASTER MOLDED PRODUCTS, LLC",1030 DORIS RD,AUBURN HILLS,MI,48326,326199,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,120,4/8/2020,The Huntington National Bank,IL-08,
458900,"3D PLASTICS, LLC",1030 DORIS RD,AUBURN HILLS,MI,48326,326199,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,64,4/7/2020,The Huntington National Bank,TX-01,
369400,SURVEY VITALS INC,2723 CR 3672,Springtown,MI,76082,541611,Corporation,Unanswered,Unanswered,Unanswered,,29,5/1/2020,"PNC Bank, National Association",TX-12,TX
326090,"RPP ACQUISITION, LLC",1030 DORIS RD,AUBURN HILLS,MI,48326,326199,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,30,4/9/2020,The Huntington National Bank,NC-07,
165057,MURRAY LIGHITNG,10227 west 8 mile rd Detroit,W BLOOMFIELD,MI,59034,423610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,5/1/2020,TCF National Bank,MT-,
151140,"A &AMP; E SOUTH, INC. DBA MELTONUS DBA ADHE SIVE &AMP;  EQUI",745 W WINDER INDUSTRIAL PKWY,WINDER,MI,30680,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,5/1/2020,"JPMorgan Chase Bank, National Association",GA-10,GA
950000,KHALIFA CYBERCAFE,"Post Office Area Maiduguri, Borno State",Maiduguri,NC,86589,,,Unanswered,Unanswered,Unanswered,,10,5/1/2020,TCF National Bank,,
170157,"HILLTOP POOLS AND SPAS, INC.",1364 WESTGATE CENTER DR,WINSTON SALEM,NC,27103,238990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,19,4/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,GA-13,
525310,"BURLINGTON VOLKSWAGEN, INC",4500 Route 130,BURLINGTON,NJ,8016,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/9/2020,"TD Bank, National Association",PA-07,
298217,IONIO SEAFOOD HOUSE LLC,1 Pershing Road,WEEHAWKEN,NJ,7086,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,45,5/1/2020,Customers Bank,,
200000,DAVID E CONNOLLY INC-SBA SMALL 7A TERM,1091 Brisol Road,Mountainside,NJ,85739,,Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/2020,"TD Bank, National Association",AZ-01,
162844,ATLANTIC CONCRETE GROUP LLC,733 RIDGEDALE AVE,EAST HANOVER,NJ,7395,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
190430,"OKLAHOMA 786, LLC",4520 LOWER TERRACE CIR NE,ALBUQUERQUE,NM,87111,721110,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,35,4/5/2020,Southwest Capital Bank,OK-05,
313230,PRACTICEGENIUS,711 S. CARSON ST. #4,CARSON CITY,NV,80704,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
168500,LEADERSHIP ACADEMY OF NEVADA,7495 W AZURE DRIVE,LAS VEGAS,NV,90130,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/1/2020,"Wells Fargo Bank, National Association",,
727500,AMERICAN INTERGRATED SECURITY GROUP-SBA SMALL 7A TERM,114-02 15th Avenue,COLLEGE POINT,NY,11356,561621,Corporation,Unanswered,Unanswered,Unanswered,,55,5/1/2020,"TD Bank, National Association",,
516030,TIEDE-ZOELLER TILE CORPORATION,250 Sonwil Dr,BUFFALO,NY,14225,238340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,44,5/1/2020,KeyBank National Association,,
317353,SUSANS CLEANING ANGELS-SBA SMALL 7A TERM,41 CHERRY LN,HICKSVILLE,NY,11800,,Corporation,Unanswered,Unanswered,Unanswered,,75,5/1/2020,"TD Bank, National Association",,
275000,PALMCO RESTAURANT CORP. DBA ROSIE'S BISTRO ITALIANO,10 PALMER AVENUE,BRONXVILLE,NY,10808,722511,Corporation,Unanswered,Unanswered,Unanswered,,30,5/1/2020,"JPMorgan Chase Bank, National Association",,
224965,OTR LOGISTICS LLC,99 Jersey Ave,NEW BRUNSWICK,NY,8901,488999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-06,
207280,METRO DRUGS HOBOKEN LLC,16 West 36th Street,NEW YORK,NY,7666,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-05,
200000,MIFTAAHUL ULOOM INC.,501 15 Street,Staten Island,NY,7087,,Professional Association,Unanswered,Unanswered,Unanswered,,30,5/1/2020,"TD Bank, National Association",NJ-08,
189342,PETREY AB CORP.,N/A,N/A,NY,,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,5/1/2020,"JPMorgan Chase Bank, National Association",,
2399100,INTELLICHOICE STAFFING LLC,4200 Rockside Road,INDEPENDENCE,OH,44131,621610,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,250,4/11/2020,The Huntington National Bank,NC-03,
1356345,JEFF WYLER FLORENCE INC,401 Milford Pkwy,MILFORD,OH,45150,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,94,4/12/2020,The Huntington National Bank,KY-04,
1173895,"RIVERVIEW HEALTH INSTITUTE, LLC",One Elizabeth Place,Dayton,OH,45408,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,66,5/1/2020,"JPMorgan Chase Bank, National Association",,
1133905,RBP RALEIGH LLC,4100 Regen St Suite G,COLUMBUS,OH,43219,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,133,4/9/2020,The Huntington National Bank,NC-04,
1013975,JEFF WYLER CLARKSVILLE INC,401 Milford Pkwy,MILFORD,OH,45150,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,78,4/12/2020,The Huntington National Bank,IN-09,
659100,"QUEEN CITY ACQUISITION, LLC",2 River Pl Ste 444,DAYTON,OH,45405,441110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,50,4/9/2020,The Huntington National Bank,SD-,
634395,JEFF WYLER FT THOMAS INC,401 Milford Pkwy,MILFORD,OH,45150,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,45,4/12/2020,The Huntington National Bank,KY-04,
600035,PREMIER MFG. CO.,618 Greenmount Blvd,DAYTON,OH,45419,221118,Corporation,White,Male Owned,Non-Veteran,,58,4/6/2020,The Huntington National Bank,NC-08,
594400,"RESTORATION ON KING, LLC",3825 Edwards road,CINCINNATI,OH,45209,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,4/28/2020,The Huntington National Bank,SC-01,
456860,"ENERGY ACQUISITION, LLC",2 River Pl Suite 444,DAYTON,OH,45404,441120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,35,4/10/2020,The Huntington National Bank,WY-,
415417,"KAIROS AVIATION GROUP, LLC",7 W 7th St Ste 1400,CINCINNATI,OH,45202,481211,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,31,4/13/2020,The Huntington National Bank,FL-19,
337000,JEFF WYLER LAWRENCEBURG INC,401 Milford Pkwy,MILFORD,OH,45150,441120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,29,4/7/2020,The Huntington National Bank,IN-06,
228800,MESSINA RESTAURANT GROUP LIMITED,165 Franciscan Square,Steubenville,OH,43952,445291,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,45,5/1/2020,"PNC Bank, National Association",PA-17,
213700,R & R INC. OF PA,44 VICTORIA RD,YOUNGSTOWN,OH,44515,441120,Corporation,Unanswered,Male Owned,Unanswered,,22,4/9/2020,The Huntington National Bank,PA-16,
174300,PHILANTHROPY OHIO,"500 South Front St., Suite 900",Columbus,OH,4215,813920,,Unanswered,Unanswered,Unanswered,,12,5/1/2020,Fifth Third Bank,,
161400,LASCO ENGINEERING SERVICES LLC,615 HARBOR AVE,Toledo,OH,48162,,,Unanswered,Unanswered,Unanswered,,8,5/1/2020,Fifth Third Bank,MI-07,
160000,"ERIN WILEY, LLC",5565 Airport Hwy,Toledo,OH,42615,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,5/1/2020,KeyBank National Association,,
155000,"CARAVAIL'S SPA AND NAILS, LLC",4700 19TH AVE,COLUMBUS,OH,31904,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,5/1/2020,Synovus Bank,GA-03,GA
235300,DYE LEASING LLC,1856 S Main St.,Akron,OK,44301,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,5/1/2020,"PNC Bank, National Association",OH-11,OH
3680800,"DARIOTIS GROUP RESTAURANTS, INC.",0715 SW Bancroft Street,PORTLAND,OR,97239,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,500,4/14/2020,Umpqua Bank,CA-06,
441300,"SACRAMENTO SPAGHETTI RESTAURANT, INC.",0715 SW Bancroft Street,PORTLAND,OR,97239,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,89,4/14/2020,Umpqua Bank,CA-06,
435400,"FULLERTON SPAGHETTI RESTAURANT, INC.",0715 SW Bancroft Street,PORTLAND,OR,97239,722511,Corporation,Unanswered,Unanswered,Unanswered,,104,4/14/2020,Umpqua Bank,CA-39,
332800,REDLANDS LLC,0715 SW Bancroft Street,PORTLAND,OR,97239,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,82,4/14/2020,Umpqua Bank,CA-31,
301900,THE SPAGHETTI COMPANY,0715 SW Bancroft Street,PORTLAND,OR,97239,722511,Corporation,Unanswered,Unanswered,Unanswered,,91,4/14/2020,Umpqua Bank,AZ-07,
225100,"CHANDLER SPAGHETTI RESTAURANT, LLC",0715 SW Bancroft Street,PORTLAND,OR,97239,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,66,4/14/2020,Umpqua Bank,AZ-09,
196200,RANCHO MIRAGE OSF LLC,0715 SW Bancroft,PORTLAND,OR,97239,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50,4/14/2020,Umpqua Bank,CA-36,
622090,"EASTERN SIGN TECH, LLC",1218 Chestnut Street 4th Floor,PHILADELPHIA,PA,19107,811213,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,,4/10/2020,Republic First Bank d/b/a Republic Bank,NJ-03,
456787,KAY AND SONS LLC WHOLE SALE BLINDS-SBA SMALL 7A TERM,52 Buttonwood Street,Norristown,PA,9401,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",AE-,
447810.52,SQI INCORPORATED,3821 South Rd,Mukilteo,PA,98275,238160,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/2020,KeyBank National Association,WA-02,WA
162500,CORNERSTONE LIVING MANAGEMENT,4605 Werleys Corner Road,NEW TRIPOLI,PA,18066,623990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,4/27/2020,"Fund-Ex Solutions Group, LLC",NJ-04,
156357,SUMAYA US STABLE-SBA SMALL 7A TERM,654 Watershaw Drive,Friendsville Tennessee,PA,37737,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",TN-02,TN
563600,GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP.,1402 N CORINTH ST RD SUITE 113,DAllas,PR,75215,541611,Corporation,Unanswered,Male Owned,Non-Veteran,,107,5/1/2020,Banco Popular de Puerto Rico,TX-30,TX
448300,"SURGICAL SOLUTIONS JA - PUERTO RICO, INC.",628 Aldebarran st,SAN JUAN,PR,930,541990,Corporation,Unanswered,Unanswered,Unanswered,,37,4/12/2020,Banco Popular de Puerto Rico,,
239200,SIMPLEMENT INC,"1 Northfield Plaza, Suite 300",Northfield,PR,60093,511210,Corporation,Unanswered,Male Owned,Non-Veteran,,12,5/1/2020,Banco Popular de Puerto Rico,IL-09,IL
464000,"PAPA RAZZI TRATTORIA OF CRANSTON, INC.",90 HILLSIDE ROAD,CRANSTON,RI,2920,722511,Corporation,Unanswered,Unanswered,Unanswered,,52,4/6/2020,"Citizens Bank, National Association",MA-03,
323280,HICKORY SPRINGS BOTTLING INC,347 OLD RIVER RD,ELLOREE,SC,29047,312112,Corporation,Unanswered,Unanswered,Unanswered,,41,4/13/2020,Truist Bank d/b/a Branch Banking & Trust Co,FL-03,
162158,"RICHMANS DISTRIBUTION, INC.-SBA SMALL 7A TERM",8354 State Rd,Philadelphia,SC,19136,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",PA-02,PA
496027,DCL AMERICA INC-SBA SMALL 7A TERM,27603 Commerce Oaks Drive,Oaks Ridge North,TN,77385,,Corporation,Unanswered,Unanswered,Unanswered,,40,5/1/2020,"TD Bank, National Association",TX-08,TX
523085,"PHOENIX ROOFING &AMP; CONSTRUCTION, INC.",5039 Tamiami Trail E,NAPLES,TX,34113,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/2020,"JPMorgan Chase Bank, National Association",FL-19,FL
407600,WESLEY COMMUNITY CENTER INC. OF HOUSTON TEXAS,1410 Lee Street,Houston,TX,,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,56,5/1/2020,"Zions Bank, A Division of",,
344020,"RYBREE SERVICES, INC",PO Box 79768,ODESSA,TX,79768,213112,Corporation,Unanswered,Unanswered,Unanswered,,0,4/7/2020,American Momentum Bank,OK-01,
297814,FOUNDATION FOR INSPIRATION AND,N/A,N/A,TX,,813211,Corporation,Unanswered,Unanswered,Unanswered,,10,5/1/2020,"JPMorgan Chase Bank, National Association",,
171745,"NOW SOLUTIONS, INC.-SBA SMALL 7A TERM",605 Third Avenue 34th Floor,New York,TX,10158,,Corporation,Unanswered,Unanswered,Unanswered,,7,5/1/2020,"TD Bank, National Association",NY-12,NY
159609,CHERRY & ALEX CORPORATION,4123 Cedar Springs Rd Suite 102,Dallas,TX,75129,,Corporation,Unanswered,Unanswered,Unanswered,,17,5/1/2020,Customers Bank,,
152030,"PATRIOT PLACE &AMP; FINISH, LLC",N/A,N/A,TX,,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,5/1/2020,"JPMorgan Chase Bank, National Association",,
310000,FALKBUILT INC.,"215 South State Street, Suite 1200",Salt Lake City,UT,256,,Corporation,Unanswered,Unanswered,Unanswered,,26,5/1/2020,"Zions Bank, A Division of",,
156200,"PRECISION CASTING REPAIR, INC. OF UTAH",1110 South Swaner Road,Salt Lake City,UT,27110,811310,Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/2020,"Zions Bank, A Division of",NC-05,
1018873,BROADCAST MANAGEMENT GROUP,777 6th Street NW,WASHINGTON,VA,20001,531210,Corporation,Unanswered,Male Owned,Non-Veteran,,49,5/1/2020,"TD Bank, National Association",DC-,DC
654360,ROMAN CATHOLIC DIOCESE OF BURLINGTON VERMONT INC-SBA SMALL 7,55 Joy Drive,South Burlington,VA,5403,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,0,5/1/2020,"TD Bank, National Association",VT-,VT
189285.1,NEIGHBORHOOD RESTAURANT GROUP XXIV,2000 MT. VERNON AVENUE,ALEXANDRIA,VA,22301,722511,Limited  Liability Company(LLC),White,Female Owned,Veteran,,32,4/12/2020,Truist Bank d/b/a Branch Banking & Trust Co,DC-,
1035892,TRUE MANAGEMENT LLC,4606 5th Way SW,Olympia,WA,89502,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,86,5/1/2020,KeyBank National Association,NV-02,
155000,"TULE TRASH COMPANY, LLC",1316 J STREET,WASCO,WA,93280,562111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,5/1/2020,"MUFG Union Bank, National Association",CA-21,CA
621200,"BAC LEGACY, LLC",476 WATER ST,PRAIRIE DU SAC,WI,53578,441110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,60,4/3/2020,Bank of Prairie du Sac,MN-01,
478300,"SOVEREIGN STL, INC.",476 WATER ST,PRAIRIE DU SAC,WI,53578,441110,Corporation,White,Male Owned,Non-Veteran,,43,4/3/2020,Bank of Prairie du Sac,MO-02,
207610,"DEERWOOD ORTHODONTICS, LLC",10058 W LOOMIS RD,FRANKLIN,WI,53112,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41,5/1/2020,BMO Harris Bank National Association,,
894100,FORESIGHT MANAGEMENT LLC,430 Harper Park Drive,BECKLEY,WV,25801,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,4/10/2020,The Huntington National Bank,FL-18,
625600,SENECA INDUSTRIES INC,430 Harper Park Drive,BECKLEY,WV,25801,335929,Corporation,Unanswered,Unanswered,Unanswered,,35,4/15/2020,The Huntington National Bank,FL-18,
196000,"SHALLENBERGER MANAGEMENT WEST, INC.",105 Heather Ct,WEIRTON,WV,26062,722513,Subchapter S Corporation,White,Female Owned,Non-Veteran,,48,4/8/2020,The Huntington National Bank,PA-17,
148440,NOT AVAILABLE,N/A,N/A,,,339114,,Unanswered,Unanswered,Unanswered,,12,5/1/2020,"Bank of America, National Association",,
140081.78,NORTH CHARLESTON HOSPITALITY GROUP LLC,192 College Park Rd,Ladson,,29456,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/1/2020,Synovus Bank,SC-01,SC
